"BLDG_ID","PIN","NAME","PARCL_NAME","BLDG_AD","PARCL_ADRS","BLDG_SF","PARCL_AREA","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","I_VAL_15","L_VAL_15","RENT_TYPE","STUDIO","RES_TYPE","CONDITION","SCORE_1","SCORE_1A","SCORE_1_1B","SCORE_2_1B","SCORE_3_1B","RRIO","SCORE_2","SCORE_2A","SCORE_1_2B","SCORE_2_2B","SCORE_3_2B","URM","SCORE_3","SCORE_3A","SCORE_1_3B","SCORE_2_3B","SCORE_3_3B","PRMT_COUNT","PRMT_VAL","SCORE_4","SCORE_4A","SCORE_1_4B","SCORE_2_4B","SCORE_3_4B","VLTN_COUNT","SCORE_5","SCORE_5A","SCORE_1_5B","SCORE_2_5B","SCORE_3_5B","OCC_RATE","SCORE_6","SCORE_6A","SCORE_1_6B","SCORE_2_6B","SCORE_3_6B","WILL_SELL","SCORE_7","SCORE_7A","SCORE_1_7B","SCORE_2_7B","SCORE_3_7B","SALE_DATE","SALE_PRICE","TURNOVER","SCORE_8","SCORE_8A","SCORE_1_8B","SCORE_2_8B","SCORE_3_8B","NEIGHBORS","SCORE_9","SCORE_9A","SCORE_1_9B","SCORE_2_9B","SCORE_3_9B","INDEX_A","INDEX_S1_B","INDEX_S2_B","INDEX_S3_B","NEW_S_1B","NEW_S_2B","NEW_S_3B","NEW_S_4B","NEW_S_5B","NEW_S_6B","NEW_S_7B","NEW_S_8B","NEW_S_9B","NEW_IDX_B"
"93","3320500120","OFFICE","OFFICE","1312 S WELLER ST","1312  S WELLER ST",2105,"4428","Commercial/Mixed-Use","Office Building","DMR/C 65/65-150","DMR","PRIVATE",0,1990,168700,386600,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"94","0524049001","QUESTAR RADIO","QUESTAR RADIO","1300 S WELLER ST","1300  S WELLER ST",5904,"13880","Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1990,1000,1297000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"95","8591900076","PHO VIET","PHO BAC(ASSOC PARKING LOT IS ON ACCT #332000-0145)","1240 S JACKSON ST","1240  S JACKSON ST",2450,"4390","Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1980,23100,380000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"96","3320000570","SEATTLE AUTOMOTIVE DISTRIBUTING","SEATTLE AUTOMOTIVE DISTRIBUTING","1264 S KING ST","1264  S KING ST",8832,"10833","Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1960,1000,1037800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"97","3320000510","WASHINGTON ALARM","WASHINGTON BURGLAR ALARM","1253 S JACKSON ST","1253  S JACKSON ST",3380,"12772","Commercial/Mixed-Use","Office Building","DMR/C 65/65-85","DMR","PRIVATE",0,1998,1000,1206800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"98","8170100150","STRIP RETAIL STORES","STRIP RETAIL STORES","1237 S JACKSON ST","1237  S JACKSON ST",5310,"10365","Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1989,1000,983400,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,14.28,NA
"99","8170100165","VICTORIAN ROW APARTMENTS","VICTORIAN ROW","1234 S KING ST","1234  S KING ST",16881,"12000","Multi-Family","Apartment","DMR/C 65/65-85","DMR","PRIVATE",12,1970,650000,1140000,"Mission-based",500,"Formal Affordable","good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,7.14,5.56,5.26,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,7.14,NA,0,NA,0,NA
"100","8170100345","OLD RESIDENCE DUPLEX /VIDEO STORE","Old Residence Duplex /Video Store","1235 S KING ST","1235  S KING ST",1450,"6000","Commercial/Mixed-Use","Retail Store","DMR/C 65/65-150","DMR","PRIVATE",0,1950,1000,570000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,4,50100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"101","8170100350","KINGS ORIENTAL FOODS CO.","Kings Oriental Foods Co.","1239 S KING ST","1239  S KING ST",25840,"21381","Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1960,1000,2010000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"102","3320500010","SINGLE-FAMILY HOME",NA,"1251 S KING ST","1251  S KING ST",2520,"4113","Single Family","Single Family(C/I Zone)","DMR/C 65/65-150","DMR","PRIVATE",1,1912,144000,202000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.35,0,0,NA,NA,NA,0,NA,0,NA
"103","3320500025","SINGLE-FAMILY HOME",NA,"1261 S KING ST","1261  S KING ST",2240,"4347","Single Family","Single Family(Res Use/Zone)","DMR/C 65/65-150","DMR","PRIVATE",1,1930,54000,252000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,811353,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"104","3320500030","R S AUTO REPAIR","R S AUTO REPAIR","1265 S KING ST","1265  S KING ST",4800,"9154","Commercial/Mixed-Use","Service Building","DMR/C 65/65-150","DMR","PRIVATE",0,1948,1000,836000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.35,0,0,0,NA,NA,0,NA,0,NA
"105","3320500040","SUBSTATION","SUBSTATION-EXEMPT","1269 S KING ST","1269  S KING ST",0,"8523","Major Institution And Public Facilities/Utilities","Utility, Public","DMR/C 65/65-150","DMR","PUBLIC",0,0,0,796100,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"106","3320500045","CHAU AUTO REPAIR","FISHING &TACKLE","509 RAINIER AVE S","501   RAINIER AVE S",2795,"6097","Commercial/Mixed-Use","Retail Store","DMR/C 65/65-150","DMR","PRIVATE",0,1970,1000,570000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5.35,0,0,NA,NA,NA,0,NA,0,NA
"107","5247802740","NEW AMERICAN HOTEL","NEW AMERICAN HOTEL","420 7TH AVE S","420   7TH AVE S",23010,"7680","Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1970,1824500,921600,"Market-based",380,"Informal Affordable - low","fair",0.75,8.33,5.35,4.17,3.94,"no",1,11.11,14.28,16.68,15.78,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,41.66,48.19,54.21,51.28,5.35,14.28,14.28,NA,NA,0,0,NA,14.28,48.19
"108","5247801985","FAR EAST BUILDING","FAR EAST BUILDING","614 S JACKSON ST","614  S JACKSON ST",20108,"5405","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,1973,2422500,648000,"Market-based",1100,"Market Rate","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,"2008-09-30",3098500,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,0,NA,0,0,0,0,NA
"109","5247802065","WASHINGTON TERRACE APTS","Washington Terrace Apts","120 6TH AVE S","609   YESLER WAY",107312,"21548","Multi-Family","Apartment(Subsidized)","IDR 150","IDR","PRIVATE",136,2005,29384000,2916000,"Mission-based",800,"Formal Affordable","good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2004-09-27",2500000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA
"110","5247801835","THE COPY COMPANY TCC","THE COPY COMPANY (TCC)","612 6TH AVE S","612   6TH AVE S",9600,"9599","Industrial","Industrial(Lignt)","IDM 75/85-150","IDM","PRIVATE",0,1975,1000,1296000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"111","8809700000","UNION STATION CONDOMINIUM","UNION STATION CONDOMINIUM-","705 5TH AVE S","401  S JACKSON ST",1374337,"337094","Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-65-150","IDM","PRIVATE",0,2000,222816700,45730700,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,12,1533944,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,-10.71,NA,NA,0,NA,0,NA
"112","7669800004","UNION STATION PHASE II GARAGE","UNION STATION PHASE II GARAGE","820 4TH AVE S",NA,239720,"42946","Commercial/Mixed-Use","Parking(Garage)","IDM 150/85-150","IDM","PRIVATE",0,1999,11230900,5894100,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"113","5247802590","SFR HOUSE ON COMMERCIAL VACANT LAND","SFR HOUSE ON COMMERCIAL VACANT LAND","610 7TH AVE S","610   7TH AVE S",1810,"2141","Single Family","Single Family(C/I Zone)","IDM 75/85-150","IDM","PRIVATE",1,1995,208000,127000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2002-03-22",300000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA
"114","5247802050","TICINO APARTMENTS","TICINO APARTMENTS","100 6TH AVE S","100   6TH AVE S",27600,"7202","Multi-Family","Apartment","IDR 150","IDR","PRIVATE",44,1980,4728000,972000,"Market-based",1110,"Market Rate","good",0,0,0,0,0,"no info",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,"2001-06-27",2145660,3,1,11.11,14.28,16.68,15.78,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,NA,NA,0,0,14.28,0,NA
"115","5247801370","ADDISON","ADDISON (formerly Downtowner)","308 4TH AVE S","308   4TH AVE S",133690,"17247","Commercial/Mixed-Use","Apartment(Mixed Use)","IDR/C 125/150-240","IDR","PRIVATE",252,1980,16572600,2150400,"Market-based",942,"Informal Affordable - moderate","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"no",0,0,0,0,0,9,4537845,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,"2012-06-06",12517655,3,1,11.11,14.28,16.68,15.78,0,0,0,0,0,0,0,3.57,8.34,5.26,0,0,0,-10.71,NA,0,0,14.28,0,3.57
"116","5247802260","C&T BUILDING","C & T BLDG","650 S JACKSON ST","650  S JACKSON ST",24550,"12609","Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1970,1783800,1512000,"Mission-based",NA,"Formal Affordable","good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"1983-02-08",500000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.28,NA,NA,NA,0,0,0,NA
"117","5247802295","EVERGREEN HOTEL","EVERGREEN HOTEL BUILDING","400 MAYNARD AVE S","400   MAYNARD AVE S",21600,"8159","Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",16,1980,2051900,979200,"Market-based",NA,"Information Unavailable","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,11.11,14.28,16.68,15.78,0,0,14.28,NA,NA,0,0,NA,0,14.28
"118","5247801935","US POST OFFICE","US POST OFFICE","414 6TH AVE S","414   6TH AVE S",9720,"13323","Parks/Open Space/Cemeteries","Park, Public(Zoo/Arbor)","IDM-75-85","IDM","CITY OF SEATTLE",0,1970,360100,1332000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,1000000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2003-09-15",1000000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA
"119","5247801655","PUBLIX HOTEL","PUBLIX HOTEL","504 5TH AVE S","504   5TH AVE S",40780,"7231","Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1955,1000,864000,"Market-based",900,"Informal Affordable - moderate","good",0,0,0,0,0,"n/a",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,2,15791945,-1,-11.11,-10.71,-8.34,-10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,5.56,10.71,16.68,13.15,0,0,14.28,-10.71,NA,NA,0,NA,7.14,10.71
"120","5247802715","WING LUKE MUSEUM","Wing Luke Museum/KONG YICK Bldg.","723 S KING ST","723  S KING ST",72820,"14402","Commercial/Mixed-Use","Art Gallery/Museum/Soc Srvc","IDM-75-85","IDM","PRIVATE",0,2006,11637300,1728000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,1,150000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,"2003-10-16",2000000,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA
"121","8170100405","JAMES BRINKLEY CO","JAMES BRINKLEY CO","1001 S WELLER ST","1001  S WELLER ST",1296,"6287","Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,1990,1000,570000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"122","8592400070","MEDICAL CLINIC & RETAIL",NA,"1212 S MAIN ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"123","5391600210","WAREHOUSE","WAREHOUSE","423 10TH AVE S","423   10TH AVE S",6136,"6697","Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1914,1000,638400,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,5.35,0,0,NA,NA,NA,0,NA,7.14,NA
"124","8591900155","ASIAN PLAZA","ASIAN PLAZA","1046 S JACKSON ST","1046  S JACKSON ST",12030,"31568","Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1983,1000,2988800,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,14600,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"125","8170100045","JACKSON SHOPPING CENTER","JACKSON SHOPPING CENTER","1043 S JACKSON ST","1043  S JACKSON ST",7200,"14126","Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1989,1000,1357600,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,2,40000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA
"126","8170100270","BUDDHIST CHURCH","BUDDHIST CHURCH","1042 S WELLER ST","1042  S WELLER ST",4536,"11985","Major Institution And Public Facilities/Utilities","Church/Welfare/Relig Srvc","DMR/C 65/65-150","DMR","PRIVATE",0,1975,163600,1140000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,14.28,NA
"127","3320500085","SUN SUN ORIENTAL FOOD CO","SUN SUN ORIENTAL FOOD CO","1332 S WELLER ST","1332  S WELLER ST",13789,"24777","Industrial","Warehouse","DMR/C 65/65-150","DMR","PRIVATE",0,1994,1000,2180300,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"128","3320000555","STATE DRUGS","STATE DRUGS","421 RAINIER AVE S","421   RAINIER AVE S",9850,"8797","Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1970,609500,855000,NA,NA,NA,"fair",0.75,8.33,5.35,4.17,3.94,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,5.56,7.14,8.34,7.89,NA,NA,NA,NA,5.35,0,0,NA,NA,NA,0,NA,7.14,NA
"129","3320500005","SINGLE-FAMILY HOME",NA,"1247 S KING ST","1247  S KING ST",2010,"4768","Single Family","Single Family(C/I Zone)","DMR/C 65/65-150","DMR","PRIVATE",1,1912,84000,252000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"130","5247801595","GOVERNOR APARTMENTS","GOVERNOR APARTMENTS","514 S JACKSON ST","514  S JACKSON ST",19954,"12623","Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",20,1975,1405200,1512000,"Market-based",995,"Informal Affordable - moderate","good",0,0,0,0,0,"no info",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"N",0,0,0,0,0,"2006-08-29",3096000,0,0,0,0,0,0,0,0,0,0,0,0,11.11,14.28,16.68,15.78,0,0,14.28,NA,NA,0,0,0,0,14.28
"131","9820700095","TENOCH MEXICAN GRILL & MANILLA BAY","TENOCH MEXICAN GRILL & MANILLA BAY","206 5TH AVE S","206   5TH AVE S",4570,"7208","Commercial/Mixed-Use","Restaurant/Lounge","IDR 45/125-240","IDR","PRIVATE",0,1970,1000,1008000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"132","9820700100","OFFICE BUILDING","OFFICE BUILDING","214 5TH AVE S","214   5TH AVE S",1870,"7208","Commercial/Mixed-Use","Office Building","IDR 45/125-240","IDR","PRIVATE",0,1968,1000,1008000,NA,NA,NA,"good",0,0,0,0,0,"n/a",0,0,0,0,0,"no",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA
"133","9820700090","ASCONA APTS","ASCONA APTS","200 5TH AVE S","200   5TH AVE S",40420,"7208","Multi-Family","Apartment(Subsidized)","IDR 45/125-240","IDR","PRIVATE",57,1979,5992000,1008000,"Market-based",900,"Informal Affordable - moderate","good",0,0,0,0,0,"yes or exempt",0,0,0,0,0,"yes",1,11.11,14.28,16.68,15.78,3,4200,0,0,0,0,0,1,1,11.11,7.14,5.56,5.26,100,0,0,0,0,0,"N",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,22.22,21.42,22.24,21.04,0,0,14.28,0,7.14,0,0,NA,0,21.42
